deptDe,year,idSupplier,intCategory,officeDe,amount
EDA,2012,483508672,18,1097 Informatik EDA,703728.75
EDA,2012,483508672,22,1006 EDA,69655.8
EDA,2012,483508672,18,1005 EDA,61341.3
EDA,2012,318833399,18,1006 EDA,800000
EDA,2012,484457734,18,1097 Informatik EDA,609635.4
EDA,2012,484457734,15,1097 Informatik EDA,159516
EDA,2012,480041532,18,1005 EDA,749124
EDA,2012,482894953,14,1005 EDA,727201.2
EDA,2012,482894953,22,1005 EDA,-7691.05
EDA,2012,482894953,22,1006 EDA,21187.4
EDA,2012,482894953,6,1005 EDA,402.35
EDA,2012,482894953,6,1006 EDA,208.95
EDA,2012,482894953,14,1005 EDA,44.15
EDA,2012,482894953,18,1005 EDA,19.9
EDA,2012,417526274,18,1006 EDA,687500
EDA,2012,400497301,18,1006 EDA,625000
EDA,2012,482522427,14,1005 EDA,411969.3
EDA,2012,482522427,14,1006 EDA,207860.9
EDA,2012,482721862,18,1097 Informatik EDA,613089
EDA,2012,480010516,18,1006 EDA,551650.95
EDA,2012,485925759,18,1006 EDA,520317
EDA,2012,329802826,18,1006 EDA,500000
EDA,2012,0,18,1005 EDA,11977303.41
EDA,2012,0,7,1005 EDA,367410.13
EDA,2012,0,2,1005 EDA,79107.85
EDA,2012,0,18,1097 Informatik EDA,7436735.5
EDA,2012,0,18,1006 EDA,8862640.65
EDA,2012,0,10,1006 EDA,1729.1
EDA,2012,0,22,1005 EDA,2123042.14
EDA,2012,0,12,1005 EDA,20050
EDA,2012,0,7,1097 Informatik EDA,1520
EDA,2012,0,6,1006 EDA,1160561.18
EDA,2012,0,9,1006 EDA,208001.79
EDA,2012,0,7,1006 EDA,436066.49
EDA,2012,0,4,1005 EDA,195012.2
EDA,2012,0,1,1005 EDA,169233.55
EDA,2012,0,19,1005 EDA,753737.52
EDA,2012,0,22,1006 EDA,9724444.03
EDA,2012,0,22,1097 Informatik EDA,19199.48
EDA,2012,0,19,1006 EDA,22330.05
EDA,2012,0,13,1005 EDA,513848.35
EDA,2012,0,15,1097 Informatik EDA,3127172.71
EDA,2012,0,9,1005 EDA,363673.41
EDA,2012,0,4,1097 Informatik EDA,36644.4
EDA,2012,0,6,1005 EDA,3185294.64
EDA,2012,0,15,1006 EDA,170339.4
EDA,2012,0,6,1097 Informatik EDA,305911.21
EDA,2012,0,14,1006 EDA,399.85
EDA,2012,0,14,1005 EDA,129953.06
EDA,2012,0,13,1006 EDA,167801.93
EDA,2012,0,9,1097 Informatik EDA,6217.48
EDA,2013,481726032,18,1006 DEZA,12650000
EDA,2013,480301808,18,1006 DEZA,11989953.04
EDA,2013,482207235,6,1005 EDA,3827797.49
EDA,2013,482207235,6,1006 DEZA,3717064.17
EDA,2013,482207235,6,1097 Informatik EDA,175143.15
EDA,2013,482207235,18,1005 EDA,1208692.2
EDA,2013,482207235,18,1006 DEZA,3691.5
EDA,2013,482207235,18,1005 EDA,167703.99
EDA,2013,482207235,19,1005 EDA,74895
EDA,2013,482207235,22,1006 DEZA,46498.28
EDA,2013,482207235,6,1005 EDA,9848.95
EDA,2013,482207235,6,1006 DEZA,2754
EDA,2013,482207235,14,1006 DEZA,1718.4
EDA,2013,480779271,18,1006 DEZA,7151000
EDA,2013,484335864,18,1006 DEZA,7037201.71
EDA,2013,483961541,1,1006 DEZA,5849509.08
EDA,2013,480569508,1,1006 DEZA,5751900
EDA,2013,483156464,1,1006 DEZA,3266851.99
EDA,2013,483156464,22,1006 DEZA,2260605.6
EDA,2013,480780782,18,1006 DEZA,3754259.71
EDA,2013,480780782,22,1006 DEZA,1662160.01
EDA,2013,480199694,18,1005 EDA,2417174.6
EDA,2013,354635682,18,1006 DEZA,2364451
EDA,2013,312335412,18,1006 DEZA,1880000
EDA,2013,317380939,18,1006 DEZA,1655000
EDA,2013,484701461,18,1006 DEZA,1374747.17
EDA,2013,480486310,18,1006 DEZA,870454.51
EDA,2013,480486310,22,1006 DEZA,400192.42
EDA,2013,480405187,18,1006 DEZA,1098010.33
EDA,2013,312686708,18,1006 DEZA,1090000
